OfWeek', 'OriginState', 'OriginWac', 'OriginCityMarketID'} Leakage 0.8160552884069705
Mask Size 6 Mask {'OriginAirportID', 'Month', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9210433895226536
Mask Size 6 Mask {'OriginAirportID', 'Month', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'OriginWac'} Leakage 0.8135170875652632
Mask Size 6 Mask {'OriginAirportID', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.7587034058491101
Mask Size 6 Mask {'OriginAirportID', 'OriginCityName', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips'} Leakage 0.9390887780950454
Mask Size 6 Mask {'OriginAirportID', 'OriginCityName', 'Month', 'OriginState', 'OriginStateFips', 'OriginWac'} Leakage 0.9737903293859765
Mask Size 6 Mask {'OriginAirportID', 'OriginCityName', 'Month', 'OriginStateName', 'OriginState', 'OriginWac'} Leakage 0.9145568269937897
Mask Size 6 Mask {'OriginAirportID', 'OriginCityName', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginWac'} Leakage 0.8708630560663455
Mask Size 6 Mask {'OriginAirportID', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac'} Leakage 0.9356906997585228
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginCityName', 'Month', 'OriginState', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.7903233315595519
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginCityName', 'Month', 'OriginStateName', 'OriginState', 'OriginCityMarketID'} Leakage 0.752671818278228
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginCityName', 'Month', 'OriginState', 'OriginCityMarketID', 'OriginWac'} Leakage 0.7871534363483902
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginCityName', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9212693213048215
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginCityName', 'Month', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9341430000666329
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginCityName', 'Month', 'OriginStateName', 'OriginCityMarketID', 'OriginWac'} Leakage 0.918762883062116
Mask Size 6 Mask {'OriginAirportSeqID', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.7119437280315
Mask Size 6 Mask {'OriginAirportSeqID', 'Month', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.7222065681667882
Mask Size 6 Mask {'OriginAirportSeqID', 'Month', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'OriginWac'} Leakage 0.6878047993073491
Mask Size 6 Mask {'OriginAirportSeqID', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.8943430184059643
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginCityName', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips'} Leakage 0.8298499431283368
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginCityName', 'Month', 'OriginState', 'OriginStateFips', 'OriginWac'} Leakage 0.8286715425373687
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginCityName', 'Month', 'OriginStateName', 'OriginState', 'OriginWac'} Leakage 0.8050860004675022
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginCityName', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginWac'} Leakage 0.9599005403933705
Mask Size 6 Mask {'OriginAirportSeqID', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac'} Leakage 0.7914148817730475
Mask Size 6 Mask {'OriginCityName', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9688598744523491
Mask Size 6 Mask {'OriginCityName', 'Month', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9734941276093758
Mask Size 6 Mask {'OriginCityName', 'Month', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9719361041615361
Mask Size 6 Mask {'OriginCityName', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9675577406995611
Mask Size 6 Mask {'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9854219749499156
Mask Size 6 Mask {'OriginCityName', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac'} Leakage 0.9982837691841212
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginCityName', 'OriginState', 'OriginCityMarketID'} Leakage 0.987323201741201
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginCityName', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9983707133903945
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginCityName', 'OriginStateName', 'OriginCityMarketID'} Leakage 0.9982248540818085
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginCityName', 'OriginCityMarketID', 'OriginWac'} Leakage 0.995356868184597
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginState', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9600559505821873
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginStateName', 'OriginState', 'OriginCityMarketID'} Leakage 0.9584356899972934
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginState', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9305648680690236
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9928901762344355
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9803616733851429
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginStateName', 'OriginCityMarketID', 'OriginWac'} Leakage 0.979252942166239
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginCityName', 'OriginState', 'OriginStateFips'} Leakage 0.9796610860672121
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginCityName', 'OriginStateName', 'OriginState'} Leakage 0.9876790409237758
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginCityName', 'OriginState', 'OriginWac'} Leakage 0.954142360643978
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginCityName', 'OriginStateName', 'OriginStateFips'} Leakage 0.9984894612323798
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginCityName', 'OriginStateFips', 'OriginWac'} Leakage 0.9929066697533354
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginCityName', 'OriginStateName', 'OriginWac'} Leakage 0.9925764998203039
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginStateName', 'OriginState', 'OriginStateFips'} Leakage 0.9729043289485416
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginState', 'OriginStateFips', 'OriginWac'} Leakage 0.9210462469002966
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginStateName', 'OriginState', 'OriginWac'} Leakage 0.9349406510592194
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginStateName', 'OriginStateFips', 'OriginWac'} Leakage 0.9823300756025363
Mask Size 6 Mask {'OriginAirportID', 'Origin', 'OriginCityName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9976486874119026
Mask Size 6 Mask {'OriginAirportID', 'Origin', 'OriginCityName', 'OriginStateName', 'OriginState', 'OriginCityMarketID'} Leakage 0.9848355208779243
Mask Size 6 Mask {'OriginAirportID', 'Origin', 'OriginCityName', 'OriginState', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9962044587186878
Mask Size 6 Mask {'OriginAirportID', 'Origin', 'OriginCityName', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9811458293493169
Mask Size 6 Mask {'OriginAirportID', 'Origin', 'OriginCityName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9836200039226329
Mask Size 6 Mask {'OriginAirportID', 'Origin', 'OriginCityName', 'OriginStateName', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9541459899756843
Mask Size 6 Mask {'OriginAirportID', 'Origin', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.983117824063086
Mask Size 6 Mask {'OriginAirportID', 'Origin', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9939603478565755
Mask Size 6 Mask {'OriginAirportID', 'Origin', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9749907600346808
Mask Size 6 Mask {'OriginAirportID', 'Origin', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9607523554229404
Mask Size 6 Mask {'OriginAirportID', 'Origin', 'OriginCityName', 'OriginStateName', 'OriginState', 'OriginStateFips'} Leakage 0.9962079822003764
Mask Size 6 Mask {'OriginAirportID', 'Origin', 'OriginCityName', 'OriginState', 'OriginStateFips', 'OriginWac'} Leakage 0.9990890235715508
Mask Size 6 Mask {'OriginAirportID', 'Origin', 'OriginCityName', 'OriginStateName', 'OriginState', 'OriginWac'} Leakage 0.9932394007241974
Mask Size 6 Mask {'OriginAirportID', 'Origin', 'OriginCityName', 'OriginStateName', 'OriginStateFips', 'OriginWac'} Leakage 0.9857377153419408
Mask Size 6 Mask {'OriginAirportID', 'Origin', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac'} Leakage 0.996404085302289
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'OriginState', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9613526493978335
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'OriginStateName', 'OriginState', 'OriginCityMarketID'} Leakage 0.9507602752367802
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'OriginState', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9629893444867025
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9930647193044179
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9950337894841578
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'OriginStateName', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9931324124096917
Mask Size 6 Mask {'OriginAirportSeqID', 'Origin', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9428768211765081
Mask Size 6 Mask {'OriginAirportSeqID', 'Origin', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9463910314845904
Mask Size 6 Mask {'OriginAirportSeqID', 'Origin', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9346353230897005
Mask Size 6 Mask {'OriginAirportSeqID', 'Origin', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9900875341216766
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'OriginStateName', 'OriginState', 'OriginStateFips'} Leakage 0.9763326336610422
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'OriginState', 'OriginStateFips', 'OriginWac'} Leakage 0.976073442589005
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'OriginStateName', 'OriginState', 'OriginWac'} Leakage 0.9708602466733072
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'OriginStateName', 'OriginStateFips', 'OriginWac'} Leakage 0.9981044990167804
Mask Size 6 Mask {'OriginAirportSeqID', 'Origin', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac'} Leakage 0.9703758919725235
Mask Size 6 Mask {'OriginCityName', 'Origin', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9984772370938739
Mask Size 6 Mask {'OriginCityName', 'Origin', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9988782954512166
Mask Size 6 Mask {'OriginCityName', 'Origin', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9987980720743411
Mask Size 6 Mask {'OriginCityName', 'Origin', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9983856589710476
Mask Size 6 Mask {'Origin', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9997042595777453
Mask Size 6 Mask {'OriginCityName', 'Origin', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac'} Leakage 0.9999915168106579
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9636755842755932
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'OriginStateName', 'OriginState', 'OriginCityMarketID'} Leakage 0.9617664181197048
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'OriginState', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9431206971266042
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9933883216213534
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9833902113246686
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'OriginStateName', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9822683588179528
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.916369056021784
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.8730966473494971
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'OriginWac'} Leakage 0.8924910040329934
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9530577662842307
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'OriginStateName', 'OriginState', 'OriginStateFips'} Leakage 0.9726022459677656
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'OriginState', 'OriginStateFips', 'OriginWac'} Leakage 0.9209524338066384
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'OriginStateName', 'OriginState', 'OriginWac'} Leakage 0.9341155848972201
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'OriginStateName', 'OriginStateFips', 'OriginWac'} Leakage 0.9823122739590868
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac'} Leakage 0.876761566332191
Mask Size 6 Mask {'OriginAirportID', 'OriginCityName', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9854080209543861
Mask Size 6 Mask {'OriginAirportID', 'OriginCityName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9954857261758395
Mask Size 6 Mask {'OriginAirportID', 'OriginCityName', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9813198756188515
Mask Size 6 Mask {'OriginAirportID', 'OriginCityName', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9609323504525533
Mask Size 6 Mask {'OriginAirportID', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9812403547203423
Mask Size 6 Mask {'OriginAirportID', 'OriginCityName', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac'} Leakage 0.9964012714238658
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginCityName', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9450122503229132
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginCityName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9530889881422472
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginCityName', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9425681853350205
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginCityName', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9910736400987423
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9290501439664993
Mask Size 6 Mask {'OriginAirportSeqID', 'OriginCityName', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac'} Leakage 0.9703750261625226
Mask Size 6 Mask {'OriginCityName', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9997673222931741
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'FlightDate'} Leakage 0.9216343321921614
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginCityMarketID', 'FlightDate'} Leakage 0.8335037296690937
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'DayOfWeek', 'Month', 'FlightDate'} Leakage 0.8246780872773427
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginState', 'FlightDate'} Leakage 0.8427127597988735
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateFips', 'FlightDate'} Leakage 0.8502581431210398
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'FlightDate'} Leakage 0.8408781234923162
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginWac', 'FlightDate'} Leakage 0.84027689362999
Mask Size 7 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginCityMarketID', 'FlightDate'} Leakage 0.7867472036115495
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'FlightDate'} Leakage 0.8174265331257774
Mask Size 7 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginState', 'FlightDate'} Leakage 0.8510345048151485
Mask Size 7 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateFips', 'FlightDate'} Leakage 0.8414349487917754
Mask Size 7 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'FlightDate'} Leakage 0.8408588396028881
Mask Size 7 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginWac', 'FlightDate'} Leakage 0.8398543666907341
Mask Size 7 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginCityMarketID', 'FlightDate'} Leakage 0.607168703250587
Mask Size 7 Mask {'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.7218083560898345
Mask Size 7 Mask {'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.7319321227613671
Mask Size 7 Mask {'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginCityMarketID', 'FlightDate'} Leakage 0.7214680061288459
Mask Size 7 Mask {'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.7185913606021831
Mask Size 7 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginState', 'FlightDate'} Leakage 0.7617646814227007
Mask Size 7 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateFips', 'FlightDate'} Leakage 0.7922292597955384
Mask Size 7 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'FlightDate'} Leakage 0.7644187707209427
